;HOG;;;;;
temp_01;string;string;string;string;string;int
;input;output;classname;view_classname;title;id
;/debris/Dacha_2025/Dacha_2025_HOG_1.proto.js;/debris/CucumberFestival_2026/CucumberFestival_2026_HOG_1.proto.js;CucumberFestival_2026_HOG_1;CucumberFestival_2026_HOG_1;Огуречные заголовки;
;/debris/Dacha_2025/Dacha_2025_HOG_1.proto.js;/debris/CucumberFestival_2026/CucumberFestival_2026_HOG_2.proto.js;CucumberFestival_2026_HOG_2;CucumberFestival_2026_HOG_2;Золотые буквы мецената;
;/debris/Dacha_2025/Dacha_2025_HOG_1.proto.js;/debris/CucumberFestival_2026/CucumberFestival_2026_HOG_3.proto.js;CucumberFestival_2026_HOG_3;CucumberFestival_2026_HOG_3;Настоящий хрустящий огурец;
;/debris/Dacha_2025/Dacha_2025_HOG_1.proto.js;/debris/CucumberFestival_2026/CucumberFestival_2026_HOG_4.proto.js;CucumberFestival_2026_HOG_4;CucumberFestival_2026_HOG_4;Резные ножки трона;
;/debris/Dacha_2025/Dacha_2025_HOG_1.proto.js;/debris/CucumberFestival_2026/CucumberFestival_2026_HOG_5.proto.js;CucumberFestival_2026_HOG_5;CucumberFestival_2026_HOG_5;Огуречные фанфары;

;GR ассет;;;;;;;
temp_01;string;string;string;string;string;string;string;int
;input;output;classname;view_classname;title;description;meta_info;id
;/quest_item/Fun/Fun11/resource/Fun11_GR_1.proto.js;/quest_item/CucumberFestival_2026/CucumberFestival_2026_GR_1.proto.js;CucumberFestival_2026_GR_1;CucumberFestival_2026_GR_1;каплю зеленого рассола;Убирай мусор Надкусанные огурцы в гостях, чтобы найти. Место поиска: Оранжерея.;pack_asset=CucumberFestival_2026_GR_1_Package;
;/quest_item/Fun/Fun11/resource/Fun11_GR_1.proto.js;/quest_item/CucumberFestival_2026/CucumberFestival_2026_GR_2.proto.js;CucumberFestival_2026_GR_2;CucumberFestival_2026_GR_2;крахмальная печать выдержки;Собирай цветы Картошечка дома, чтобы найти. Чтобы собрать растение, кликни на горшок с нужным растением.;pack_asset=CucumberFestival_2026_GR_2_Package;
;/quest_item/Fun/Fun11/resource/Fun11_GR_1.proto.js;/quest_item/CucumberFestival_2026/CucumberFestival_2026_GR_3.proto.js;CucumberFestival_2026_GR_3;CucumberFestival_2026_GR_3;круглую печать бочкового интервью;Убирай мусор Рваные мячи в гостях, чтобы найти. Место поиска: Гараж.;pack_asset=CucumberFestival_2026_GR_3_Package;
;/quest_item/Fun/Fun11/resource/Fun11_GR_1.proto.js;/quest_item/CucumberFestival_2026/CucumberFestival_2026_GR_4.proto.js;CucumberFestival_2026_GR_4;CucumberFestival_2026_GR_4;душистая веточку для пробы;Собирай цветы Укропчик в гостях, чтобы найти. Чтобы собрать растение, кликни на горшок с нужным растением в гостях у друга.;pack_asset=CucumberFestival_2026_GR_4_Package;
;/quest_item/Fun/Fun11/resource/Fun11_GR_1.proto.js;/quest_item/CucumberFestival_2026/CucumberFestival_2026_GR_5.proto.js;CucumberFestival_2026_GR_5;CucumberFestival_2026_GR_5;зеленую садовую бирку;Убирай мусор в локации Оранжерея, Курятник, Чародейная дома, чтобы найти.;pack_asset=CucumberFestival_2026_GR_5_Package;
;/quest_item/Fun/Fun11/resource/Fun11_GR_1.proto.js;/quest_item/CucumberFestival_2026/CucumberFestival_2026_GR_6.proto.js;CucumberFestival_2026_GR_6;CucumberFestival_2026_GR_6;алая королевская кисточка;Собирай цветы Гибискус в гостях, чтобы найти. Чтобы собрать растение, кликни на горшок с нужным растением в гостях у друга.;pack_asset=CucumberFestival_2026_GR_6_Package;
;/quest_item/Fun/Fun11/resource/Fun11_GR_1.proto.js;/quest_item/CucumberFestival_2026/CucumberFestival_2026_GR_7.proto.js;CucumberFestival_2026_GR_7;CucumberFestival_2026_GR_7;семицветная ленточку удачи;Собирай цветы Цветик-семицветик в гостях, чтобы найти. Чтобы собрать растение, кликни на горшок с нужным растением в гостях у друга.;pack_asset=CucumberFestival_2026_GR_7_Package;

;;;GR способы получения;;;;;;;
temp_01;string;string;ignore;array;array;int;string;string;array;int
;input;output;file_name;actions;location_tags;rand_reward.p;rand_reward.asset;conditions;assets;id
;/global_reward/Fun10/Fun11_GR_10.proto.js;/global_reward/CucumberFestival_2026/CucumberFestival_2026_GR_1.proto.js;CucumberFestival_2026_GR_1;clean_garbage_in_guest;;40;CucumberFestival_2026_GR_1;active_quest=CucumberFestival_2026_Story_2;Cucumber;
;/global_reward/Fun10/Fun11_GR_10.proto.js;/global_reward/CucumberFestival_2026/CucumberFestival_2026_GR_2.proto.js;CucumberFestival_2026_GR_2;take_crop_in_guest;;30;CucumberFestival_2026_GR_2;active_quest=CucumberFestival_2026_Story_3;FlowerLaysPotato;
;/global_reward/Fun10/Fun11_GR_10.proto.js;/global_reward/CucumberFestival_2026/CucumberFestival_2026_GR_3.proto.js;CucumberFestival_2026_GR_3;clean_garbage_in_guest;;40;CucumberFestival_2026_GR_3;active_quest=CucumberFestival_2026_Story_5;BrokenBall;
;/global_reward/Fun10/Fun11_GR_10.proto.js;/global_reward/CucumberFestival_2026/CucumberFestival_2026_GR_4.proto.js;CucumberFestival_2026_GR_4;take_crop_in_guest;;30;CucumberFestival_2026_GR_4;active_quest=CucumberFestival_2026_Story_6;FlowerLaysDill;
;/global_reward/Fun10/Fun11_GR_7.proto.js;/global_reward/CucumberFestival_2026/CucumberFestival_2026_GR_5.proto.js;CucumberFestival_2026_GR_5;clean_garbage;;60;CucumberFestival_2026_GR_5;active_quest=CucumberFestival_2026_Story_7;BagOfFertilizer;
;/global_reward/Fun10/Fun11_GR_10.proto.js;/global_reward/CucumberFestival_2026/CucumberFestival_2026_GR_6.proto.js;CucumberFestival_2026_GR_6;take_crop_in_guest;;30;CucumberFestival_2026_GR_6;active_quest=CucumberFestival_2026_Story_8;FlowerHibiscus;
;/global_reward/Fun10/Fun11_GR_10.proto.js;/global_reward/CucumberFestival_2026/CucumberFestival_2026_GR_7.proto.js;CucumberFestival_2026_GR_7;take_crop_in_guest;;30;CucumberFestival_2026_GR_7;active_quest=CucumberFestival_2026_Story_11;FlowerCvetikSemicvetik;

;GR ПАКЕТЫ;;;;;;;;;
temp_01;string;string;string;ignore;string;string;ignore;int;string;int
;input;output;classname;asset;title;reward;Количество ассетов;price;stuff_icon;id
;/asset_package/Fun/Fun10/resource/Fun10_GR_10_Package.proto.js;/asset_package/Fun/CucumberFestival_2026/CucumberFestival_2026_GR_1_Package.proto.js;CucumberFestival_2026_GR_1_Package;CucumberFestival_2026_GR_1;каплю зеленого рассола;asset=CucumberFestival_2026_GR_1:1;1;1;CucumberFestival_2026_GR_1;
;/asset_package/Fun/Fun10/resource/Fun10_GR_10_Package.proto.js;/asset_package/Fun/CucumberFestival_2026/CucumberFestival_2026_GR_2_Package.proto.js;CucumberFestival_2026_GR_2_Package;CucumberFestival_2026_GR_2;крахмальная печать выдержки;asset=CucumberFestival_2026_GR_2:1;1;1;CucumberFestival_2026_GR_2;
;/asset_package/Fun/Fun10/resource/Fun10_GR_10_Package.proto.js;/asset_package/Fun/CucumberFestival_2026/CucumberFestival_2026_GR_3_Package.proto.js;CucumberFestival_2026_GR_3_Package;CucumberFestival_2026_GR_3;круглую печать бочкового интервью;asset=CucumberFestival_2026_GR_3:1;1;1;CucumberFestival_2026_GR_3;
;/asset_package/Fun/Fun10/resource/Fun10_GR_10_Package.proto.js;/asset_package/Fun/CucumberFestival_2026/CucumberFestival_2026_GR_4_Package.proto.js;CucumberFestival_2026_GR_4_Package;CucumberFestival_2026_GR_4;душистая веточку для пробы;asset=CucumberFestival_2026_GR_4:1;1;1;CucumberFestival_2026_GR_4;
