;ПЕРСОНАЖИ БЕЗ ЭКШЕНОВ
ml;string;string;string;string;int;;;;
;input;output;classname;title;id;;;;
;/furniture/Fun/Fun10/Character/Fun10_Character_1_1.proto.js;/furniture/Fun/StoneGnome_2026/Character/StoneGnome_2026_Character_7.proto.js;StoneGnome_2026_Character_7;Мирослав Щербатый;;;;;
;/furniture/Fun/Fun10/Character/Fun10_Character_1_1.proto.js;/furniture/Fun/StoneGnome_2026/Character/StoneGnome_2026_Character_9.proto.js;StoneGnome_2026_Character_9;Гордон Рубиновый;;;;;
;/furniture/Fun/Fun10/Character/Fun10_Character_1_1.proto.js;/furniture/Fun/StoneGnome_2026/Character/StoneGnome_2026_Character_10.proto.js;StoneGnome_2026_Character_10;Борька Тихий Ход;;;;;

;ПЕРСОНАЖИ с 1 ЭКШЕНОМ
ml;string;string;string;string;array;int;;;
;input;output;classname;title;behaviour.0.actions;id;;;
;/furniture/Fun/Fun10/Character/Fun10_Character_1_1.proto.js;/furniture/Fun/StoneGnome_2026/Character/StoneGnome_2026_Character_6.proto.js;StoneGnome_2026_Character_6;Шапокляк;StoneGnome_2026_Character_6_Dialog_1;;;;
;/furniture/Fun/Fun10/Character/Fun10_Character_1_1.proto.js;/furniture/Fun/StoneGnome_2026/Character/StoneGnome_2026_Character_8.proto.js;StoneGnome_2026_Character_8;Дед Домовед;StoneGnome_2026_Character_8_Dialog_2;;;;

;ЭКШЕНЫ ДИАЛОГИ
sl;string;string;string;string;string;string;string;string;int
;input;output;identifier;conditions;stuff_actions.0.window_spec.view_window;stuff_actions.0.window_spec.icon.0.icon_mc;stuff_actions.0.window_spec.text_fields.0.text;stuff_actions.0.window_spec.text_fields.1.text;id
;/quest_action/Fun/Fun10/Fun10_Character_1_1_Dialog_1.proto.js;/quest_action/Fun/StoneGnome_2026/StoneGnome_2026_Character_6_Dialog_1.proto.js;StoneGnome_2026_Character_6_Dialog_1;active_quest=StoneGnome_2026_Story_13;Character_Dialog_Window;StoneGnome_2026_Character_6;Шапокляк;Дружок, я тут шарфик поправила — и тут же что-то грохнулось! Следы ведут к старому механизму, а рядом валяется дырявое ведро. Похоже, его сбросил очередной виброзвон!;
;/quest_action/Fun/Fun10/Fun10_Character_1_1_Dialog_1.proto.js;/quest_action/Fun/StoneGnome_2026/StoneGnome_2026_Character_8_Dialog_2.proto.js;StoneGnome_2026_Character_8_Dialog_2;active_quest=StoneGnome_2026_Story_15;Character_Dialog_Window;StoneGnome_2026_Character_8;Дед Домовед;Эх, дружок, фонари гаснут один за другим! Я думал, это призраки старых шахт, а оказалось — никакие не призраки! Но без света мне и чихнуть страшно, не то что механизмы чинить!;

;ЭКШЕНЫ search
sl;string;string;string;string;replace;;int;;
;input;output;identifier;open_price;find;replace;id;;
;/quest_action/Fun/Fun10/search_Fun10_HOG_1.proto.js;/quest_action/Fun/StoneGnome_2026/search_StoneGnome_2026_HOG_4.proto.js;search_StoneGnome_2026_HOG_4;money=2;Fun10_HOG_1;StoneGnome_2026_HOG_4;;;

